,Transaction ID,Item,Quantity,Price Per Unit,Total Spent,Payment Method,Location,Transaction Date,Month
3284,TXN_1411473,Coffee,3.0,2.0,6.0,Credit Card,In-store,2023-01-04,2023-01
3291,TXN_3397978,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-08-01,2023-08
3292,TXN_8568597,Juice,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-04-03,2023-04
3296,TXN_3643348,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-09-06,2023-09
3298,TXN_1244509,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-02-21,2023-02
3301,TXN_9917989,Smoothie,4.0,4.0,16.0,Digital Wallet,Takeaway,2023-10-20,2023-10
3303,TXN_4168628,Tea,4.0,1.5,6.0,Digital Wallet,In-store,2023-04-27,2023-04
3307,TXN_1765281,Smoothie,3.0,4.0,12.0,Credit Card,In-store,2023-01-28,2023-01
3309,TXN_8571235,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-03-01,2023-03
3311,TXN_2611683,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-04-11,2023-04
3312,TXN_4271744,Juice,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-06-19,2023-06
3316,TXN_5153086,Tea,3.0,1.5,4.5,Cash,In-store,2023-06-27,2023-06
3318,TXN_3435509,Sandwich,1.0,4.0,4.0,Cash,Takeaway,2023-08-19,2023-08
3320,TXN_8771574,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-03,2023-05
3323,TXN_6177161,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-04-01,2023-04
3326,TXN_4476151,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-02-15,2023-02
3328,TXN_6557174,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-08-20,2023-08
3329,TXN_5089516,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-11-04,2023-11
3330,TXN_5915706,Tea,1.0,1.5,1.5,Cash,In-store,2023-08-18,2023-08
3332,TXN_1870303,Coffee,4.0,2.0,8.0,Digital Wallet,In-store,2023-05-05,2023-05
3334,TXN_7766134,Tea,1.0,1.5,1.5,Credit Card,Takeaway,2023-01-05,2023-01
3335,TXN_2617257,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-08-20,2023-08
3340,TXN_6179169,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-10-21,2023-10
3342,TXN_3364751,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-04-12,2023-04
3343,TXN_1097334,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-03-21,2023-03
3349,TXN_6887407,Cake,3.0,3.0,9.0,Cash,In-store,2023-09-15,2023-09
3350,TXN_6425991,Salad,1.0,5.0,5.0,Credit Card,Takeaway,2023-08-06,2023-08
3351,TXN_6040882,Cookie,1.0,1.0,1.0,Cash,In-store,2023-06-06,2023-06
3353,TXN_7921799,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-09-14,2023-09
3357,TXN_7272630,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-03-24,2023-03
3362,TXN_1244299,Sandwich,2.0,4.0,8.0,Cash,Takeaway,2023-07-18,2023-07
3364,TXN_5965095,Salad,4.0,5.0,20.0,Digital Wallet,In-store,2023-06-16,2023-06
3365,TXN_7911650,Juice,2.0,3.0,6.0,Cash,Takeaway,2023-03-13,2023-03
3371,TXN_9031518,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-01-13,2023-01
3384,TXN_7068406,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-01-26,2023-01
3385,TXN_5380220,Coffee,4.0,2.0,8.0,Credit Card,In-store,2023-10-18,2023-10
3387,TXN_7208533,Tea,1.0,1.5,1.5,Cash,In-store,2023-05-15,2023-05
3402,TXN_2727347,Cake,5.0,3.0,15.0,Cash,Takeaway,2023-01-20,2023-01
3405,TXN_3651337,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-10-25,2023-10
3406,TXN_4740892,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-11-19,2023-11
3410,TXN_3390882,Sandwich,3.0,4.0,12.0,Credit Card,In-store,2023-07-03,2023-07
3414,TXN_1872692,Salad,5.0,5.0,25.0,Cash,In-store,2023-08-09,2023-08
3415,TXN_1372492,Salad,4.0,5.0,20.0,Cash,Takeaway,2023-03-28,2023-03
3422,TXN_4986514,Tea,3.0,1.5,4.5,Credit Card,In-store,2023-06-06,2023-06
3423,TXN_1050083,Cake,5.0,3.0,15.0,Credit Card,Takeaway,2023-06-28,2023-06
3437,TXN_8241724,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-05-14,2023-05
3439,TXN_1425215,Juice,1.0,3.0,3.0,Cash,Takeaway,2023-03-13,2023-03
3442,TXN_2363378,Coffee,5.0,2.0,10.0,Cash,Takeaway,2023-04-23,2023-04
3447,TXN_8999576,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-04-09,2023-04
3449,TXN_5513984,Tea,1.0,1.5,1.5,Credit Card,In-store,2023-09-13,2023-09
3453,TXN_5346493,Cookie,5.0,1.0,5.0,Digital Wallet,In-store,2023-04-08,2023-04
3456,TXN_6219634,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-09-11,2023-09
3457,TXN_3539062,Salad,2.0,5.0,10.0,Digital Wallet,In-store,2023-10-04,2023-10
3466,TXN_2134911,Tea,5.0,1.5,7.5,Digital Wallet,In-store,2023-10-07,2023-10
3471,TXN_6991430,Cookie,5.0,1.0,5.0,Cash,In-store,2023-05-31,2023-05
3475,TXN_5470598,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-14,2023-03
3476,TXN_3186333,Cookie,5.0,1.0,5.0,Cash,In-store,2023-08-19,2023-08
3480,TXN_6506895,Cake,5.0,3.0,15.0,Credit Card,In-store,2023-08-10,2023-08
3481,TXN_2917211,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-19,2023-11
3485,TXN_7116936,Coffee,5.0,2.0,10.0,Credit Card,Takeaway,2023-05-19,2023-05
3488,TXN_4209748,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-10-24,2023-10
3492,TXN_7054849,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-06-16,2023-06
3496,TXN_2892693,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-03-02,2023-03
3500,TXN_6037144,Tea,3.0,1.5,4.5,Cash,Takeaway,2023-09-02,2023-09
3501,TXN_3494014,Cake,1.0,3.0,3.0,Credit Card,In-store,2023-06-09,2023-06
3509,TXN_1503903,Tea,1.0,1.5,1.5,Cash,Takeaway,2023-03-20,2023-03
3511,TXN_1260517,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-04-17,2023-04
3524,TXN_8490157,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-09-06,2023-09
3525,TXN_7878395,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-05-26,2023-05
3529,TXN_4090464,Sandwich,5.0,4.0,20.0,Cash,Takeaway,2023-01-16,2023-01
3530,TXN_2172301,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-04-06,2023-04
3536,TXN_3680192,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-05-20,2023-05
3537,TXN_9268974,Sandwich,2.0,4.0,8.0,Digital Wallet,Takeaway,2023-10-29,2023-10
3538,TXN_7435796,Coffee,2.0,2.0,4.0,Cash,In-store,2023-11-03,2023-11
3548,TXN_7294526,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-12-02,2023-12
3549,TXN_5618976,Coffee,2.0,2.0,4.0,Cash,Takeaway,2023-12-05,2023-12
3550,TXN_3964398,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-20,2023-10
3556,TXN_3419352,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-10-22,2023-10
3564,TXN_6202631,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-07-29,2023-07
3566,TXN_4726531,Salad,5.0,5.0,25.0,Cash,Takeaway,2023-09-09,2023-09
3568,TXN_8377812,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-03-27,2023-03
3571,TXN_2163150,Salad,1.0,5.0,5.0,Cash,In-store,2023-08-25,2023-08
3572,TXN_2371464,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-09-20,2023-09
3580,TXN_5276842,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-06-26,2023-06
3581,TXN_1367003,Salad,5.0,5.0,25.0,Cash,In-store,2023-11-10,2023-11
3591,TXN_3466686,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-09-03,2023-09
3592,TXN_6064301,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-07-12,2023-07
3593,TXN_5005674,Salad,4.0,5.0,20.0,Credit Card,In-store,2023-10-03,2023-10
3594,TXN_1714471,Juice,4.0,3.0,12.0,Cash,Takeaway,2023-08-17,2023-08
3599,TXN_1064565,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-03-14,2023-03
3601,TXN_9104545,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-03-19,2023-03
3602,TXN_2108125,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-10-06,2023-10
3605,TXN_8743849,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-05-04,2023-05
3611,TXN_6234070,Smoothie,2.0,4.0,8.0,Credit Card,Takeaway,2023-01-31,2023-01
3614,TXN_7637178,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-05-26,2023-05
3615,TXN_1281536,Smoothie,5.0,4.0,20.0,Digital Wallet,In-store,2023-03-19,2023-03
3617,TXN_8736069,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-07-06,2023-07
3622,TXN_9281710,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-08-05,2023-08
3629,TXN_9131337,Sandwich,4.0,4.0,16.0,Credit Card,Takeaway,2023-05-24,2023-05
3630,TXN_2278015,Tea,2.0,1.5,3.0,Digital Wallet,In-store,2023-04-10,2023-04
3639,TXN_7860054,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-02-07,2023-02
3641,TXN_8304399,Tea,2.0,1.5,3.0,Cash,In-store,2023-06-08,2023-06
3644,TXN_4565233,Salad,3.0,5.0,15.0,Credit Card,In-store,2023-11-16,2023-11
3645,TXN_6898341,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-08-21,2023-08
3650,TXN_7322436,Sandwich,3.0,4.0,12.0,Digital Wallet,In-store,2023-06-29,2023-06
3651,TXN_1733916,Sandwich,4.0,4.0,16.0,Digital Wallet,In-store,2023-01-12,2023-01
3657,TXN_6309570,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-09-26,2023-09
3665,TXN_3499910,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-09-29,2023-09
3669,TXN_8620426,Cookie,3.0,1.0,3.0,Credit Card,Takeaway,2023-11-28,2023-11
3670,TXN_2037742,Cake,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-14,2023-11
3671,TXN_7013527,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-05-18,2023-05
3672,TXN_2798420,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-03-17,2023-03
3678,TXN_5506907,Cookie,2.0,1.0,2.0,Cash,Takeaway,2023-12-08,2023-12
3680,TXN_5353468,Tea,2.0,1.5,3.0,Credit Card,In-store,2023-11-30,2023-11
3685,TXN_7485712,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-04-15,2023-04
3689,TXN_9810868,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-10-05,2023-10
3692,TXN_4722816,Salad,4.0,5.0,20.0,Cash,In-store,2023-10-19,2023-10
3696,TXN_7814690,Smoothie,1.0,4.0,4.0,Credit Card,Takeaway,2023-05-10,2023-05
3698,TXN_6083650,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-07-01,2023-07
3699,TXN_8342990,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-04-23,2023-04
3700,TXN_4407959,Tea,1.0,1.5,1.5,Digital Wallet,Takeaway,2023-01-28,2023-01
3702,TXN_3422759,Salad,5.0,5.0,25.0,Credit Card,Takeaway,2023-02-19,2023-02
3704,TXN_8164332,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-04-22,2023-04
3713,TXN_3166181,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-05-21,2023-05
3715,TXN_5173881,Cookie,3.0,1.0,3.0,Cash,Takeaway,2023-01-29,2023-01
3718,TXN_9612877,Smoothie,1.0,4.0,4.0,Cash,In-store,2023-03-07,2023-03
3722,TXN_4296204,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-11-28,2023-11
3724,TXN_6478978,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-10-27,2023-10
3726,TXN_4897182,Cake,3.0,3.0,9.0,Cash,Takeaway,2023-11-26,2023-11
3728,TXN_7630750,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-03-16,2023-03
3734,TXN_1269252,Cake,1.0,3.0,3.0,Digital Wallet,Takeaway,2023-07-18,2023-07
3736,TXN_3193212,Cake,1.0,3.0,3.0,Cash,In-store,2023-11-23,2023-11
3740,TXN_2370338,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-30,2023-10
3741,TXN_8628848,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-01-29,2023-01
3752,TXN_5275315,Smoothie,2.0,4.0,8.0,Digital Wallet,In-store,2023-01-19,2023-01
3760,TXN_8124663,Sandwich,2.0,4.0,8.0,Credit Card,Takeaway,2023-10-15,2023-10
3763,TXN_6717074,Tea,3.0,1.5,4.5,Digital Wallet,Takeaway,2023-06-12,2023-06
3766,TXN_2902289,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-12-16,2023-12
3768,TXN_9231214,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-05-24,2023-05
3770,TXN_2005789,Juice,3.0,3.0,9.0,Credit Card,Takeaway,2023-03-13,2023-03
3777,TXN_9134335,Cake,3.0,3.0,9.0,Digital Wallet,Takeaway,2023-01-30,2023-01
3788,TXN_6652858,Salad,5.0,5.0,25.0,Credit Card,In-store,2023-09-13,2023-09
3789,TXN_5932892,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-11-19,2023-11
3790,TXN_7466586,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-02,2023-04
3791,TXN_4207981,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-03-17,2023-03
3794,TXN_1165779,Cookie,4.0,1.0,4.0,Digital Wallet,Takeaway,2023-06-30,2023-06
3797,TXN_4607933,Smoothie,2.0,4.0,8.0,Credit Card,In-store,2023-09-22,2023-09
3799,TXN_2324227,Cookie,1.0,1.0,1.0,Digital Wallet,In-store,2023-06-07,2023-06
3800,TXN_2452819,Cookie,3.0,1.0,3.0,Credit Card,In-store,2023-07-31,2023-07
3807,TXN_6732494,Coffee,2.0,2.0,4.0,Credit Card,Takeaway,2023-03-18,2023-03
3810,TXN_5458161,Sandwich,1.0,4.0,4.0,Digital Wallet,Takeaway,2023-07-19,2023-07
3813,TXN_5747094,Juice,2.0,3.0,6.0,Digital Wallet,Takeaway,2023-05-11,2023-05
3814,TXN_9782087,Sandwich,4.0,4.0,16.0,Credit Card,In-store,2023-07-27,2023-07
3815,TXN_5824950,Coffee,1.0,2.0,2.0,Credit Card,In-store,2023-12-06,2023-12
3816,TXN_6682782,Cookie,5.0,1.0,5.0,Cash,In-store,2023-12-15,2023-12
3822,TXN_3206293,Cookie,5.0,1.0,5.0,Digital Wallet,Takeaway,2023-05-04,2023-05
3825,TXN_2859077,Smoothie,3.0,4.0,12.0,Digital Wallet,Takeaway,2023-01-31,2023-01
3827,TXN_8066306,Cake,5.0,3.0,15.0,Digital Wallet,Takeaway,2023-01-07,2023-01
3829,TXN_5224275,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-12-17,2023-12
3830,TXN_3842567,Salad,1.0,5.0,5.0,Credit Card,In-store,2023-03-13,2023-03
3840,TXN_6602557,Cake,4.0,3.0,12.0,Cash,Takeaway,2023-02-06,2023-02
3841,TXN_8065180,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-06-07,2023-06
3843,TXN_3396099,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-04-06,2023-04
3845,TXN_7767493,Sandwich,5.0,4.0,20.0,Credit Card,In-store,2023-02-20,2023-02
3846,TXN_2954575,Tea,2.0,1.5,3.0,Digital Wallet,Takeaway,2023-11-14,2023-11
3855,TXN_2134650,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-02-11,2023-02
3858,TXN_8794205,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-10-22,2023-10
3860,TXN_8294790,Cookie,1.0,1.0,1.0,Digital Wallet,Takeaway,2023-09-01,2023-09
3861,TXN_4207219,Cake,1.0,3.0,3.0,Cash,In-store,2023-09-16,2023-09
3862,TXN_1921415,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-11-03,2023-11
3866,TXN_3709876,Coffee,1.0,2.0,2.0,Credit Card,Takeaway,2023-11-04,2023-11
3867,TXN_6063689,Cookie,3.0,1.0,3.0,Cash,In-store,2023-02-01,2023-02
3868,TXN_8126762,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-06-08,2023-06
3873,TXN_1235828,Tea,4.0,1.5,6.0,Cash,Takeaway,2023-02-19,2023-02
3882,TXN_4992510,Cookie,4.0,1.0,4.0,Cash,In-store,2023-01-26,2023-01
3884,TXN_6472826,Juice,4.0,3.0,12.0,Cash,In-store,2023-04-11,2023-04
3885,TXN_8131052,Cookie,1.0,1.0,1.0,Credit Card,Takeaway,2023-09-16,2023-09
3888,TXN_6636395,Juice,4.0,3.0,12.0,Cash,In-store,2023-01-30,2023-01
3890,TXN_3353615,Coffee,4.0,2.0,8.0,Credit Card,Takeaway,2023-07-24,2023-07
3893,TXN_6705109,Cake,3.0,3.0,9.0,Cash,In-store,2023-08-05,2023-08
3903,TXN_8421481,Coffee,4.0,2.0,8.0,Digital Wallet,Takeaway,2023-07-27,2023-07
3905,TXN_6201227,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-01-15,2023-01
3906,TXN_9052231,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-08-20,2023-08
3907,TXN_8228865,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-09-19,2023-09
3908,TXN_5875188,Salad,3.0,5.0,15.0,Digital Wallet,In-store,2023-07-09,2023-07
3914,TXN_1307239,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-10-26,2023-10
3915,TXN_5138519,Cake,5.0,3.0,15.0,Cash,In-store,2023-05-22,2023-05
3923,TXN_6710660,Salad,2.0,5.0,10.0,Cash,In-store,2023-02-08,2023-02
3924,TXN_9523369,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-08-25,2023-08
3929,TXN_6188931,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-01-28,2023-01
3932,TXN_2365394,Cake,2.0,3.0,6.0,Digital Wallet,In-store,2023-04-06,2023-04
3934,TXN_2898188,Salad,4.0,5.0,20.0,Digital Wallet,Takeaway,2023-04-26,2023-04
3937,TXN_5300938,Tea,5.0,1.5,7.5,Cash,Takeaway,2023-10-30,2023-10
3942,TXN_1489746,Cookie,3.0,1.0,3.0,Digital Wallet,In-store,2023-12-18,2023-12
3943,TXN_2864951,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-10-09,2023-10
3947,TXN_4762520,Smoothie,1.0,4.0,4.0,Cash,Takeaway,2023-07-17,2023-07
3948,TXN_6869880,Juice,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-08-05,2023-08
3949,TXN_3054405,Juice,3.0,3.0,9.0,Cash,In-store,2023-11-19,2023-11
3951,TXN_1443201,Cookie,5.0,1.0,5.0,Credit Card,In-store,2023-10-03,2023-10
3952,TXN_9157460,Cake,4.0,3.0,12.0,Digital Wallet,Takeaway,2023-01-23,2023-01
3953,TXN_2299364,Salad,1.0,5.0,5.0,Cash,In-store,2023-10-26,2023-10
3963,TXN_9300970,Cake,2.0,3.0,6.0,Credit Card,Takeaway,2023-03-06,2023-03
3965,TXN_5747642,Salad,2.0,5.0,10.0,Cash,Takeaway,2023-07-26,2023-07
3966,TXN_1505875,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-05-17,2023-05
3967,TXN_5417192,Cookie,4.0,1.0,4.0,Cash,In-store,2023-06-23,2023-06
3969,TXN_5357157,Juice,4.0,3.0,12.0,Credit Card,In-store,2023-05-21,2023-05
3970,TXN_2000400,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-09-29,2023-09
3972,TXN_3105489,Cake,3.0,3.0,9.0,Digital Wallet,In-store,2023-03-14,2023-03
3975,TXN_2096922,Coffee,3.0,2.0,6.0,Digital Wallet,Takeaway,2023-12-11,2023-12
3978,TXN_9265178,Sandwich,4.0,4.0,16.0,Cash,Takeaway,2023-03-18,2023-03
3979,TXN_7126770,Cake,4.0,3.0,12.0,Credit Card,Takeaway,2023-11-09,2023-11
3980,TXN_6348409,Salad,3.0,5.0,15.0,Credit Card,Takeaway,2023-07-26,2023-07
3986,TXN_8160791,Cake,5.0,3.0,15.0,Digital Wallet,In-store,2023-10-24,2023-10
3987,TXN_1647069,Sandwich,1.0,4.0,4.0,Credit Card,Takeaway,2023-04-06,2023-04
3989,TXN_1512185,Coffee,4.0,2.0,8.0,Cash,Takeaway,2023-06-16,2023-06
3995,TXN_1004563,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-10-28,2023-10
3998,TXN_1927431,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-02-07,2023-02
3999,TXN_3432433,Cookie,5.0,1.0,5.0,Cash,In-store,2023-02-19,2023-02
4000,TXN_1130142,Cookie,1.0,1.0,1.0,Credit Card,In-store,2023-03-13,2023-03
4002,TXN_3279039,Cake,4.0,3.0,12.0,Credit Card,In-store,2023-06-26,2023-06
4005,TXN_8305936,Juice,3.0,3.0,9.0,Digital Wallet,In-store,2023-08-02,2023-08
4007,TXN_3808895,Salad,2.0,5.0,10.0,Cash,In-store,2023-07-13,2023-07
4009,TXN_6405258,Tea,2.0,1.5,3.0,Credit Card,Takeaway,2023-08-10,2023-08
4010,TXN_1224087,Coffee,5.0,2.0,10.0,Digital Wallet,Takeaway,2023-03-20,2023-03
4011,TXN_7727118,Smoothie,5.0,4.0,20.0,Digital Wallet,Takeaway,2023-11-04,2023-11
4015,TXN_8413949,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-10-14,2023-10
4017,TXN_6541110,Cookie,3.0,1.0,3.0,Cash,In-store,2023-12-30,2023-12
4019,TXN_6814891,Coffee,1.0,2.0,2.0,Digital Wallet,Takeaway,2023-06-26,2023-06
4020,TXN_9884180,Salad,1.0,5.0,5.0,Cash,Takeaway,2023-05-19,2023-05
4022,TXN_6775024,Coffee,2.0,2.0,4.0,Cash,In-store,2023-01-30,2023-01
4024,TXN_6501361,Salad,5.0,5.0,25.0,Cash,In-store,2023-01-17,2023-01
4026,TXN_4283360,Coffee,2.0,2.0,4.0,Credit Card,In-store,2023-12-19,2023-12
4027,TXN_3956393,Cookie,4.0,1.0,4.0,Credit Card,In-store,2023-01-14,2023-01
4029,TXN_9576057,Tea,5.0,1.5,7.5,Digital Wallet,Takeaway,2023-03-03,2023-03
4036,TXN_3779292,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-12-30,2023-12
4038,TXN_5848025,Tea,5.0,1.5,7.5,Credit Card,In-store,2023-01-19,2023-01
4041,TXN_4818703,Cookie,2.0,1.0,2.0,Digital Wallet,Takeaway,2023-04-20,2023-04
4044,TXN_6431384,Juice,4.0,3.0,12.0,Digital Wallet,In-store,2023-08-06,2023-08
4049,TXN_5530717,Juice,1.0,3.0,3.0,Credit Card,In-store,2023-03-10,2023-03
4052,TXN_3100053,Cake,3.0,3.0,9.0,Cash,In-store,2023-12-19,2023-12
4059,TXN_6504180,Smoothie,1.0,4.0,4.0,Digital Wallet,In-store,2023-08-31,2023-08
4060,TXN_6378045,Sandwich,5.0,4.0,20.0,Digital Wallet,In-store,2023-05-07,2023-05
4063,TXN_6266147,Juice,3.0,3.0,9.0,Credit Card,In-store,2023-01-31,2023-01
4065,TXN_8815623,Coffee,2.0,2.0,4.0,Digital Wallet,In-store,2023-02-03,2023-02
4068,TXN_3518789,Coffee,2.0,2.0,4.0,Digital Wallet,Takeaway,2023-12-01,2023-12
4070,TXN_4767006,Cake,1.0,3.0,3.0,Cash,Takeaway,2023-08-23,2023-08
4074,TXN_6572164,Cookie,4.0,1.0,4.0,Credit Card,Takeaway,2023-01-15,2023-01
4080,TXN_7524971,Tea,4.0,1.5,6.0,Digital Wallet,Takeaway,2023-09-05,2023-09
4084,TXN_1700027,Smoothie,4.0,4.0,16.0,Digital Wallet,In-store,2023-06-04,2023-06
4089,TXN_2409052,Sandwich,1.0,4.0,4.0,Credit Card,In-store,2023-07-08,2023-07
4091,TXN_4849860,Tea,4.0,1.5,6.0,Credit Card,In-store,2023-12-01,2023-12
4101,TXN_9511794,Cookie,1.0,1.0,1.0,Cash,Takeaway,2023-06-10,2023-06
4102,TXN_9024781,Smoothie,4.0,4.0,16.0,Cash,In-store,2023-09-12,2023-09
4103,TXN_7771526,Juice,1.0,3.0,3.0,Cash,In-store,2023-04-28,2023-04
4108,TXN_8591813,Coffee,3.0,2.0,6.0,Cash,Takeaway,2023-10-31,2023-10
4109,TXN_4095768,Salad,5.0,5.0,25.0,Digital Wallet,In-store,2023-06-18,2023-06
4113,TXN_5534944,Tea,5.0,1.5,7.5,Credit Card,Takeaway,2023-01-26,2023-01
4120,TXN_7145259,Juice,2.0,3.0,6.0,Digital Wallet,In-store,2023-11-11,2023-11
4121,TXN_2817018,Sandwich,3.0,4.0,12.0,Credit Card,Takeaway,2023-04-25,2023-04
4124,TXN_6012446,Smoothie,4.0,4.0,16.0,Cash,Takeaway,2023-07-20,2023-07
4126,TXN_4135134,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-08-11,2023-08
4128,TXN_2212234,Juice,2.0,3.0,6.0,Cash,In-store,2023-12-22,2023-12
4134,TXN_4566012,Cookie,5.0,1.0,5.0,Credit Card,Takeaway,2023-05-10,2023-05
4138,TXN_5125382,Coffee,1.0,2.0,2.0,Digital Wallet,In-store,2023-12-26,2023-12
4140,TXN_1661068,Salad,3.0,5.0,15.0,Cash,Takeaway,2023-04-09,2023-04
4141,TXN_9549381,Juice,1.0,3.0,3.0,Digital Wallet,In-store,2023-11-23,2023-11
4142,TXN_7812084,Sandwich,4.0,4.0,16.0,Cash,In-store,2023-01-17,2023-01
4148,TXN_4552615,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-04-09,2023-04
4149,TXN_6745856,Cake,4.0,3.0,12.0,Cash,In-store,2023-06-16,2023-06
4154,TXN_3369191,Cookie,5.0,1.0,5.0,Cash,Takeaway,2023-02-07,2023-02
4159,TXN_4398750,Sandwich,2.0,4.0,8.0,Cash,In-store,2023-05-28,2023-05
4161,TXN_9850541,Cookie,4.0,1.0,4.0,Cash,Takeaway,2023-09-02,2023-09
4162,TXN_4262142,Cake,2.0,3.0,6.0,Cash,Takeaway,2023-01-02,2023-01
4165,TXN_3589218,Salad,2.0,5.0,10.0,Credit Card,In-store,2023-06-21,2023-06
4166,TXN_7303515,Salad,4.0,5.0,20.0,Cash,In-store,2023-05-29,2023-05
